gene_id,gene_name,Control_1,Control_2,Control_3,Control_4,Treat_1,Treat_2,Treat_3,Treat_4
ENSMUSG000002945,,48,36,30,51,34,57,30,28
ENSMUSG000002946,,2,4,1,0,2,0,0,1
ENSMUSG000002947,,25,18,21,21,26,39,9,15
ENSMUSG000002948,,0,0,0,0,0,0,0,1
ENSMUSG000002949,,19,24,11,8,11,11,7,14
ENSMUSG000002950,,3,0,2,2,1,0,1,0
ENSMUSG000002951,,403,275,187,286,175,409,328,217
ENSMUSG000002952,,67,140,116,56,68,117,82,62
ENSMUSG000002953,,37,21,32,62,21,49,26,38
ENSMUSG000002954,,373,412,372,362,582,433,402,703
ENSMUSG000002955,,0,3,6,4,1,4,4,2
ENSMUSG000002956,,254,480,552,438,798,350,352,870
ENSMUSG000002957,,75,144,93,82,170,134,117,135
ENSMUSG000002958,,19,11,26,10,14,22,9,9
ENSMUSG000002959,,197,89,259,129,262,155,291,234
ENSMUSG000002960,,2,1,3,0,0,1,2,2
ENSMUSG000002961,,5,3,8,5,3,3,11,0
ENSMUSG000002962,,2,0,2,5,5,8,5,10
ENSMUSG000002963,,7,6,3,9,8,5,1,5
ENSMUSG000002964,,3,1,1,1,4,2,2,0
ENSMUSG000002965,,186,313,231,317,191,275,186,444
ENSMUSG000002966,,15,22,12,15,22,10,8,13
ENSMUSG000002967,,32,13,33,54,25,43,50,42
ENSMUSG000002968,,4,9,6,9,4,1,4,6
ENSMUSG000002969,,0,0,0,0,1,0,0,0
ENSMUSG000002970,,30,54,36,30,59,36,28,33
ENSMUSG000002971,,1,0,0,1,1,1,1,0
ENSMUSG000002972,,16,14,21,26,38,11,24,10
ENSMUSG000002973,,4,0,1,3,0,1,1,2
ENSMUSG000002974,,1662,1459,867,1288,902,1064,1424,1113
ENSMUSG000002975,,130,97,132,118,68,176,126,126
ENSMUSG000002976,,42,30,17,14,39,22,21,35
ENSMUSG000002977,,318,179,429,170,204,156,181,218
ENSMUSG000002978,,3,6,8,3,3,2,4,9
ENSMUSG000002979,,86,56,52,49,57,75,84,72
ENSMUSG000002980,,37,26,15,45,41,25,11,29
ENSMUSG000002981,,32,18,37,25,35,20,50,21
ENSMUSG000002982,,427,190,255,252,306,313,177,139
ENSMUSG000002983,,70,93,77,82,74,136,90,88
ENSMUSG000002984,,37,46,30,28,68,27,47,32
ENSMUSG000002985,,0,3,2,0,3,1,0,1
ENSMUSG000002986,,0,4,2,2,1,2,0,2
ENSMUSG000002987,,16,18,7,12,21,18,10,12
ENSMUSG000002988,,23,30,18,18,23,38,20,31
ENSMUSG000002989,,0,2,3,2,0,1,3,1
ENSMUSG000002990,,2295,3153,2904,2242,710,1989,2099,2834
ENSMUSG000002991,,375,750,919,383,392,387,343,747
ENSMUSG000002992,,100,64,106,81,63,41,70,58
ENSMUSG000002993,,22,38,32,34,30,30,30,36
ENSMUSG000002994,,17,15,17,8,16,13,12,18
ENSMUSG000002995,,8,2,3,2,0,2,4,2
ENSMUSG000002996,,21,18,23,14,18,15,14,30
ENSMUSG000002997,,32,26,37,14,41,38,21,38
ENSMUSG000002998,,1,0,2,1,7,1,0,2
ENSMUSG000002999,,51,13,44,34,46,44,39,54
ENSMUSG000003000,,9,15,16,19,10,20,15,27
